del_prop,prevlence,es,data,power
0.75,0.1,1.5,topmed,0.341264871634314
1,0.1,1.5,topmed,0.458985597996243
0.5,0.1,1.8,topmed,0.319035691922354
0.75,0.1,1.8,topmed,0.450219160926738
1,0.1,1.8,topmed,0.526612398246713
0.5,0.2,1.2,topmed,0.0494677520350658
0.75,0.2,1.2,topmed,0.101753287413901
1,0.2,1.2,topmed,0.165309956167815
0.5,0.2,1.5,topmed,0.19818409517846
0.75,0.2,1.5,topmed,0.341264871634314
1,0.2,1.5,topmed,0.452723857232311
0.5,0.2,1.8,topmed,0.315904821540388
0.75,0.2,1.8,topmed,0.446462116468378
1,0.2,1.8,topmed,0.52410770194114
0.5,0.1,1.2,topmed_cadd,0.00688791484032561
0.75,0.1,1.2,topmed_cadd,0.0144020037570445
1,0.1,1.2,topmed_cadd,0.0275516593613024
0.5,0.1,1.5,topmed_cadd,0.0544771446462116
0.75,0.1,1.5,topmed_cadd,0.103318722604884
1,0.1,1.5,topmed_cadd,0.15278647463995
0.5,0.1,1.8,topmed_cadd,0.10644959298685
0.75,0.1,1.8,topmed_cadd,0.156230432060113
1,0.1,1.8,topmed_cadd,0.191922354414527
0.5,0.2,1.2,topmed_cadd,0.00720100187852223
0.75,0.2,1.2,topmed_cadd,0.0134627426424546
1,0.2,1.2,topmed_cadd,0.0316217908578585
0.5,0.2,1.5,topmed_cadd,0.0532247964934252
0.75,0.2,1.5,topmed_cadd,0.10551033187226
1,0.2,1.5,topmed_cadd,0.151534126487163
0.5,0.2,1.8,topmed_cadd,0.100187852222918
0.75,0.2,1.8,topmed_cadd,0.151221039448967
1,0.2,1.8,topmed_cadd,0.191922354414527
