condition,prevlence,data,pvals
"0,0,1.2",0.1,hrc_topmed_exome,0.939498970986894
"0,0,1.2",0.1,hrc_topmed_exome,0.255232350660183
"0,0,1.2",0.1,hrc_topmed_exome,0.414163540179126
"0,0,1.2",0.1,hrc_topmed_exome,0.602312287257095
"0,0,1.2",0.1,hrc_topmed_exome,0.0305068507106892
"0,0,1.2",0.1,hrc_topmed_exome,0.964612562593159
"0,0,1.2",0.1,hrc_topmed_exome,0.374852680456427
"0,0,1.2",0.1,hrc_topmed_exome,0.814881320609986
"0,0,1.2",0.1,hrc_topmed_exome,0.25312679570319
"0,0,1.2",0.1,hrc_topmed_exome,0.779426016822135
"0,0,1.2",0.1,hrc_topmed_exome,0.671992429460103
"0,0,1.2",0.1,hrc_topmed_exome,1
"0,0,1.2",0.1,hrc_topmed_exome,0.956979232614124
"0,0,1.2",0.1,hrc_topmed_exome,0.291906463440405
"0,0,1.2",0.1,hrc_topmed_exome,0.6039318194851
"0,0,1.2",0.1,hrc_topmed_exome,0.276359887433007
"0,0,1.2",0.1,hrc_topmed_exome,1
"0,0,1.2",0.1,hrc_topmed_exome,0.0925332703745783
"0,0,1.2",0.1,hrc_topmed_exome,0.443993552484191
"0,0,1.2",0.1,hrc_topmed_exome,0.565829860786177
"0,0,1.2",0.1,hrc_topmed_exome,0.273055891972269
"0,0,1.2",0.1,hrc_topmed_exome,0.296530062639391
"0,0,1.2",0.1,hrc_topmed_exome,0.471595521984297
"0,0,1.2",0.1,hrc_topmed_exome,0.938640299408638
"0,0,1.2",0.1,hrc_topmed_exome,0.236918980877028
"0,0,1.2",0.1,hrc_topmed_exome,0.244358136885877
"0,0,1.2",0.1,hrc_topmed_exome,0.47670785279341
"0,0,1.2",0.1,hrc_topmed_exome,0.184273236237659
"0,0,1.2",0.1,hrc_topmed_exome,0.989679252869139
"0,0,1.2",0.1,hrc_topmed_exome,0.466797743430344
"0,0,1.2",0.1,hrc_topmed_exome,0.706054191714279
"0,0,1.2",0.1,hrc_topmed_exome,0.903703321758817
"0,0,1.2",0.1,hrc_topmed_exome,0.603255142914352
"0,0,1.2",0.1,hrc_topmed_exome,1
"0,0,1.2",0.1,hrc_topmed_exome,0.066988410542351
