del_prop,prevlence,es,data,power
0.5,0.2,1.8,hrc_cadd,0.00628930817610063
0.75,0.2,1.8,hrc_cadd,0.010377358490566
1,0.2,1.8,hrc_cadd,0.0135220125786164
0.5,0.1,1.2,hrc_topmed,0.0383647798742138
0.75,0.1,1.2,hrc_topmed,0.0610062893081761
1,0.1,1.2,hrc_topmed,0.0864779874213837
0.5,0.1,1.5,hrc_topmed,0.0720125786163522
0.75,0.1,1.5,hrc_topmed,0.129874213836478
1,0.1,1.5,hrc_topmed,0.208490566037736
0.5,0.1,1.8,hrc_topmed,0.118553459119497
0.75,0.1,1.8,hrc_topmed,0.210691823899371
1,0.1,1.8,hrc_topmed,0.280817610062893
0.5,0.2,1.2,hrc_topmed,0.039622641509434
0.75,0.2,1.2,hrc_topmed,0.0616352201257862
1,0.2,1.2,hrc_topmed,0.0842767295597484
0.5,0.2,1.5,hrc_topmed,0.0710691823899371
0.75,0.2,1.5,hrc_topmed,0.130503144654088
1,0.2,1.5,hrc_topmed,0.210691823899371
0.5,0.2,1.8,hrc_topmed,0.119182389937107
0.75,0.2,1.8,hrc_topmed,0.210062893081761
1,0.2,1.8,hrc_topmed,0.281132075471698
0.5,0.1,1.2,hrc_topmed_cadd,0.00283018867924528
0.75,0.1,1.2,hrc_topmed_cadd,0.00471698113207547
1,0.1,1.2,hrc_topmed_cadd,0.00723270440251572
0.5,0.1,1.5,hrc_topmed_cadd,0.0106918238993711
0.75,0.1,1.5,hrc_topmed_cadd,0.019811320754717
1,0.1,1.5,hrc_topmed_cadd,0.0364779874213837
0.5,0.1,1.8,hrc_topmed_cadd,0.020440251572327
0.75,0.1,1.8,hrc_topmed_cadd,0.0430817610062893
1,0.1,1.8,hrc_topmed_cadd,0.0619496855345912
0.5,0.2,1.2,hrc_topmed_cadd,0.00314465408805031
0.75,0.2,1.2,hrc_topmed_cadd,0.00471698113207547
1,0.2,1.2,hrc_topmed_cadd,0.00691823899371069
0.5,0.2,1.5,hrc_topmed_cadd,0.010377358490566
0.75,0.2,1.5,hrc_topmed_cadd,0.0191823899371069
1,0.2,1.5,hrc_topmed_cadd,0.0361635220125786
0.5,0.2,1.8,hrc_topmed_cadd,0.019811320754717
0.75,0.2,1.8,hrc_topmed_cadd,0.0430817610062893
1,0.2,1.8,hrc_topmed_cadd,0.0632075471698113
0.5,0.1,1.2,hrc_topmed_exome,0.0490566037735849
0.75,0.1,1.2,hrc_topmed_exome,0.0955974842767296
1,0.1,1.2,hrc_topmed_exome,0.149056603773585
0.5,0.1,1.5,hrc_topmed_exome,0.162578616352201
0.75,0.1,1.5,hrc_topmed_exome,0.371069182389937
1,0.1,1.5,hrc_topmed_exome,0.578930817610063
0.5,0.1,1.8,hrc_topmed_exome,0.355345911949686
0.75,0.1,1.8,hrc_topmed_exome,0.609748427672956
1,0.1,1.8,hrc_topmed_exome,0.771823899371069
0.5,0.2,1.2,hrc_topmed_exome,0.0522012578616352
0.75,0.2,1.2,hrc_topmed_exome,0.0946540880503145
1,0.2,1.2,hrc_topmed_exome,0.160377358490566
0.5,0.2,1.5,hrc_topmed_exome,0.167924528301887
0.75,0.2,1.5,hrc_topmed_exome,0.369811320754717
1,0.2,1.5,hrc_topmed_exome,0.580188679245283
0.5,0.2,1.8,hrc_topmed_exome,0.358805031446541
0.75,0.2,1.8,hrc_topmed_exome,0.606289308176101
1,0.2,1.8,hrc_topmed_exome,0.77685534591195
0.5,0.1,1.2,hrc_topmed_exome_cadd,0.00283018867924528
0.75,0.1,1.2,hrc_topmed_exome_cadd,0.0122641509433962
1,0.1,1.2,hrc_topmed_exome_cadd,0.0235849056603774
0.5,0.1,1.5,hrc_topmed_exome_cadd,0.0405660377358491
0.75,0.1,1.5,hrc_topmed_exome_cadd,0.127044025157233
1,0.1,1.5,hrc_topmed_exome_cadd,0.25
0.5,0.1,1.8,hrc_topmed_exome_cadd,0.133647798742138
0.75,0.1,1.8,hrc_topmed_exome_cadd,0.297169811320755
1,0.1,1.8,hrc_topmed_exome_cadd,0.463836477987421
0.5,0.2,1.2,hrc_topmed_exome_cadd,0.00440251572327044
0.75,0.2,1.2,hrc_topmed_exome_cadd,0.010062893081761
1,0.2,1.2,hrc_topmed_exome_cadd,0.0261006289308176
0.5,0.2,1.5,hrc_topmed_exome_cadd,0.0430817610062893
0.75,0.2,1.5,hrc_topmed_exome_cadd,0.134905660377359
1,0.2,1.5,hrc_topmed_exome_cadd,0.24937106918239
0.5,0.2,1.8,hrc_topmed_exome_cadd,0.142452830188679
0.75,0.2,1.8,hrc_topmed_exome_cadd,0.29937106918239
1,0.2,1.8,hrc_topmed_exome_cadd,0.462893081761006
0.5,0.1,1.2,topmed,0.0377358490566038
0.75,0.1,1.2,topmed,0.060062893081761
1,0.1,1.2,topmed,0.0845911949685535
0.5,0.1,1.5,topmed,0.0672955974842767
0.75,0.1,1.5,topmed,0.121069182389937
1,0.1,1.5,topmed,0.203459119496855
0.5,0.1,1.8,topmed,0.116037735849057
0.75,0.1,1.8,topmed,0.201572327044025
1,0.1,1.8,topmed,0.272641509433962
0.5,0.2,1.2,topmed,0.040251572327044
0.75,0.2,1.2,topmed,0.060062893081761
1,0.2,1.2,topmed,0.0833333333333333
0.5,0.2,1.5,topmed,0.069496855345912
0.75,0.2,1.5,topmed,0.122327044025157
1,0.2,1.5,topmed,0.204088050314465
0.5,0.2,1.8,topmed,0.111320754716981
0.75,0.2,1.8,topmed,0.2
1,0.2,1.8,topmed,0.278930817610063
0.5,0.1,1.2,topmed_cadd,0.00251572327044025
0.75,0.1,1.2,topmed_cadd,0.00408805031446541
1,0.1,1.2,topmed_cadd,0.00628930817610063
0.5,0.1,1.5,topmed_cadd,0.010062893081761
0.75,0.1,1.5,topmed_cadd,0.0166666666666667
1,0.1,1.5,topmed_cadd,0.0308176100628931
0.5,0.1,1.8,topmed_cadd,0.0179245283018868
0.75,0.1,1.8,topmed_cadd,0.0393081761006289
1,0.1,1.8,topmed_cadd,0.0544025157232704
0.5,0.2,1.2,topmed_cadd,0.00314465408805031
0.75,0.2,1.2,topmed_cadd,0.00440251572327044
1,0.2,1.2,topmed_cadd,0.00691823899371069
0.5,0.2,1.5,topmed_cadd,0.010377358490566
0.75,0.2,1.5,topmed_cadd,0.0176100628930818
1,0.2,1.5,topmed_cadd,0.0320754716981132
0.5,0.2,1.8,topmed_cadd,0.0172955974842767
0.75,0.2,1.8,topmed_cadd,0.0364779874213837
1,0.2,1.8,topmed_cadd,0.0572327044025157
