del_prop,prevlence,es,data,power
1,0.2,1.8,hrc_topmed,0.395742016280526
0.5,0.1,1.2,hrc_topmed_cadd,0.00469630557294928
0.75,0.1,1.2,hrc_topmed_cadd,0.00688791484032561
1,0.1,1.2,hrc_topmed_cadd,0.0122103944896681
0.5,0.1,1.5,hrc_topmed_cadd,0.0159674389480276
0.75,0.1,1.5,hrc_topmed_cadd,0.0316217908578585
1,0.1,1.5,hrc_topmed_cadd,0.0648090169067001
0.5,0.1,1.8,hrc_topmed_cadd,0.0344395742016281
0.75,0.1,1.8,hrc_topmed_cadd,0.0729492798998122
1,0.1,1.8,hrc_topmed_cadd,0.106136505948654
0.5,0.2,1.2,hrc_topmed_cadd,0.00469630557294928
0.75,0.2,1.2,hrc_topmed_cadd,0.00532247964934252
1,0.2,1.2,hrc_topmed_cadd,0.013149655604258
0.5,0.2,1.5,hrc_topmed_cadd,0.0140889167188478
0.75,0.2,1.5,hrc_topmed_cadd,0.0344395742016281
1,0.2,1.5,hrc_topmed_cadd,0.0638697557921102
0.5,0.2,1.8,hrc_topmed_cadd,0.0344395742016281
0.75,0.2,1.8,hrc_topmed_cadd,0.073888541014402
1,0.2,1.8,hrc_topmed_cadd,0.10644959298685
0.5,0.1,1.2,hrc_topmed_exome,0.0538509705698184
0.75,0.1,1.2,hrc_topmed_exome,0.0939261114589856
1,0.1,1.2,hrc_topmed_exome,0.157169693174703
0.5,0.1,1.5,hrc_topmed_exome,0.179398872886662
0.75,0.1,1.5,hrc_topmed_exome,0.398559799624296
1,0.1,1.5,hrc_topmed_exome,0.598935504070132
0.5,0.1,1.8,hrc_topmed_exome,0.362241703193488
0.75,0.1,1.8,hrc_topmed_exome,0.625547902316844
1,0.1,1.8,hrc_topmed_exome,0.765479023168441
0.5,0.2,1.2,hrc_topmed_exome,0.0569818409517846
0.75,0.2,1.2,hrc_topmed_exome,0.104884157795867
1,0.2,1.2,hrc_topmed_exome,0.171884783969944
0.5,0.2,1.5,hrc_topmed_exome,0.185973700688792
0.75,0.2,1.5,hrc_topmed_exome,0.407952410770194
1,0.2,1.5,hrc_topmed_exome,0.606136505948654
0.5,0.2,1.8,hrc_topmed_exome,0.374452097683156
0.75,0.2,1.8,hrc_topmed_exome,0.623982467125861
1,0.2,1.8,hrc_topmed_exome,0.764539762053851
0.5,0.1,1.2,hrc_topmed_exome_cadd,0.004696306
0.75,0.1,1.2,hrc_topmed_exome_cadd,0.009392611
1,0.1,1.2,hrc_topmed_exome_cadd,0.021603006
0.5,0.1,1.5,hrc_topmed_exome_cadd,0.045710708
0.75,0.1,1.5,hrc_topmed_exome_cadd,0.133183469
1,0.1,1.5,hrc_topmed_exome_cadd,0.267095805
0.5,0.1,1.8,hrc_topmed_exome_cadd,0.13399186
0.75,0.1,1.8,hrc_topmed_exome_cadd,0.333675642
1,0.1,1.8,hrc_topmed_exome_cadd,0.46614402
0.5,0.2,1.2,hrc_topmed_exome_cadd,0.004070131
0.75,0.2,1.2,hrc_topmed_exome_cadd,0.012210394
1,0.2,1.2,hrc_topmed_exome_cadd,0.025986224
0.5,0.2,1.5,hrc_topmed_exome_cadd,0.048841578
0.75,0.2,1.5,hrc_topmed_exome_cadd,0.148524734
1,0.2,1.5,hrc_topmed_exome_cadd,0.278015028
0.5,0.2,1.8,hrc_topmed_exome_cadd,0.145879775
0.75,0.2,1.8,hrc_topmed_exome_cadd,0.337726988
1,0.2,1.8,hrc_topmed_exome_cadd,0.462629931
0.5,0.1,1.2,topmed,0.0428929242329368
0.75,0.1,1.2,topmed,0.0644959298685035
1,0.1,1.2,topmed,0.0983093299937383
0.5,0.1,1.5,topmed,0.0860989355040701
0.75,0.1,1.5,topmed,0.181903569192235
1,0.1,1.5,topmed,0.283030682529743
0.5,0.1,1.8,topmed,0.165623043206011
0.75,0.1,1.8,topmed,0.304946775203507
1,0.1,1.8,topmed,0.403256105197245
0.5,0.2,1.2,topmed,0.0419536631183469
0.75,0.2,1.2,topmed,0.0688791484032561
1,0.2,1.2,topmed,0.102692548528491
0.5,0.2,1.5,topmed,0.093613024420789
0.75,0.2,1.5,topmed,0.189104571070758
1,0.2,1.5,topmed,0.291484032561052
0.5,0.2,1.8,topmed,0.171571696931747
0.75,0.2,1.8,topmed,0.299624295554164
1,0.2,1.8,topmed,0.397307451471509
0.5,0.1,1.2,topmed_cadd,0.00469630557294928
0.75,0.1,1.2,topmed_cadd,0.00720100187852223
1,0.1,1.2,topmed_cadd,0.0125234815278647
0.5,0.1,1.5,topmed_cadd,0.0147150907952411
0.75,0.1,1.5,topmed_cadd,0.0297432686286788
1,0.1,1.5,topmed_cadd,0.0604257983719474
0.5,0.1,1.8,topmed_cadd,0.0322479649342517
0.75,0.1,1.8,topmed_cadd,0.0685660613650595
1,0.1,1.8,topmed_cadd,0.103005635566688
0.5,0.2,1.2,topmed_cadd,0.00469630557294928
0.75,0.2,1.2,topmed_cadd,0.00563556668753914
1,0.2,1.2,topmed_cadd,0.0128365685660614
0.5,0.2,1.5,topmed_cadd,0.0150281778334377
0.75,0.2,1.5,topmed_cadd,0.0338134001252348
1,0.2,1.5,topmed_cadd,0.0591734502191609
0.5,0.2,1.8,topmed_cadd,0.032874139010645
0.75,0.2,1.8,topmed_cadd,0.0710707576706324
1,0.2,1.8,topmed_cadd,0.101753287413901
